AÑO,TRIMESTRE,COD_DEPARTAMENTO,DEPARTAMENTO,COD_MUNICIPIO,MUNICIPIO,No. ACCESOS FIJOS A INTERNET,POBLACIÓN DANE,INDICE
2022,1,76,VALLE DEL CAUCA,76563,PRADERA,5953,49176,"0,1211"
2020,4,18,CAQUETA,18460,MILAN,109,9994,"0,0109"
2022,3,68,SANTANDER,68307,GIRON,39923,172797,"0,231"
2021,1,15,BOYACA,15798,TENZA,94,3948,"0,0238"
2023,1,25,CUNDINAMARCA,25793,TAUSA,402,9423,"0,0427"
2020,2,19,CAUCA,19824,TOTORO,28,25461,"0,0011"
2021,1,05,ANTIOQUIA,05858,VEGACHI,697,12230,"0,057"
2022,4,52,NARI�O,52233,CUMBITARA,31,6113,"0,0051"
2022,1,19,CAUCA,19821,TORIBIO,57,36761,"0,0016"
2021,4,19,CAUCA,19585,PURACE,69,18074,"0,0038"
2022,4,15,BOYACA,15542,PESCA,179,7031,"0,0255"
2021,4,70,SUCRE,70110,BUENAVISTA,370,10933,"0,0338"
2022,1,15,BOYACA,15755,SOCOTA,88,7556,"0,0116"
2021,4,50,META,50400,LEJANIAS,436,12007,"0,0363"
2021,3,25,CUNDINAMARCA,25245,EL COLEGIO,820,26416,"0,031"
2021,1,19,CAUCA,19075,BALBOA,372,21915,"0,017"
2023,1,85,CASANARE,85400,TAMARA,38,6992,"0,0054"
2020,3,19,CAUCA,19807,TIMBIO,79,36471,"0,0022"
2022,3,13,BOLIVAR,13222,CLEMENCIA,947,15912,"0,0595"
2023,1,70,SUCRE,70713,SAN ONOFRE,225,56256,"0,004"
2021,2,47,MAGDALENA,47460,NUEVA GRANADA,220,21544,"0,0102"
2021,4,47,MAGDALENA,47798,TENERIFE,821,14271,"0,0575"
2022,4,41,HUILA,41791,TARQUI,655,18555,"0,0353"
2021,3,15,BOYACA,15401,LA VICTORIA,7,1163,"0,006"
2022,2,68,SANTANDER,68271,FLORIAN,20,5965,"0,0034"
2022,1,05,ANTIOQUIA,05347,HELICONIA,1094,5636,"0,1941"
2021,3,05,ANTIOQUIA,05086,BELMIRA,579,6235,"0,0929"
2020,2,50,META,50577,PUERTO LLERAS,35,10817,"0,0032"
2023,1,76,VALLE DEL CAUCA,76400,LA UNION,5428,34704,"0,1564"
2021,2,13,BOLIVAR,13062,ARROYOHONDO,230,8602,"0,0267"
2021,3,99,VICHADA,99001,PUERTO CARRE�O,1341,21389,"0,0627"
2022,1,15,BOYACA,15816,TOGsI,102,4520,"0,0226"
2021,3,23,CORDOBA,23807,TIERRALTA,5059,97012,"0,0521"
2021,4,19,CAUCA,19455,MIRANDA,1079,32675,"0,033"
2022,1,05,ANTIOQUIA,05282,FREDONIA,1828,25541,"0,0716"
2020,2,05,ANTIOQUIA,05604,REMEDIOS,1988,29429,"0,0676"
2021,1,05,ANTIOQUIA,05376,LA CEJA,15862,68554,"0,2314"
2020,2,27,CHOCO,27245,EL CARMEN DE ATRATO,130,8606,"0,0151"
2021,4,20,CESAR,20060,BOSCONIA,3911,44343,"0,0882"
2021,3,05,ANTIOQUIA,05642,SALGAR,686,18789,"0,0365"
2021,4,47,MAGDALENA,47001,SANTA MARTA,103942,540204,"0,1924"
2020,2,05,ANTIOQUIA,05659,SAN JUAN DE URABA,755,20897,"0,0361"
2023,1,15,BOYACA,15185,CHITARAQUE,17,6185,"0,0027"
2022,1,08,ATLANTICO,08832,TUBARA,343,18955,"0,0181"
2021,1,05,ANTIOQUIA,05847,URRAO,2226,31312,"0,0711"
2020,4,76,VALLE DEL CAUCA,76243,EL AGUILA,76,9056,"0,0084"
2022,1,25,CUNDINAMARCA,25777,SUPATA,280,5833,"0,048"
2020,4,05,ANTIOQUIA,05501,OLAYA,234,3211,"0,0729"
2020,2,05,ANTIOQUIA,05649,SAN CARLOS,1346,16527,"0,0814"
2022,4,23,CORDOBA,23555,PLANETA RICA,3119,67598,"0,0461"
2020,4,15,BOYACA,15516,PAIPA,5796,34823,"0,1664"
2020,3,15,BOYACA,15001,TUNJA,45725,179205,"0,2552"
2022,1,70,SUCRE,70265,GUARANDA,321,18717,"0,0172"
2021,3,20,CESAR,20178,CHIRIGUANA,603,30552,"0,0197"
2022,1,15,BOYACA,15187,CHIVATA,83,2933,"0,0283"
2020,4,15,BOYACA,15109,BUENAVISTA,70,4506,"0,0155"
2022,1,15,BOYACA,15380,LA CAPILLA,9,2796,"0,0032"
2020,4,17,CALDAS,17486,NEIRA,1600,21287,"0,0752"
2021,2,25,CUNDINAMARCA,25736,SESQUILE,1951,12670,"0,154"
2022,3,27,CHOCO,27660,SAN JOSE DEL PALMAR,19,5500,"0,0035"
2020,2,20,CESAR,20013,AGUSTIN CODAZZI,4291,65428,"0,0656"
2020,2,17,CALDAS,17446,MARULANDA,34,2662,"0,0128"
2022,1,41,HUILA,41660,SALADOBLANCO,391,11124,"0,0351"
2023,1,70,SUCRE,70215,COROZAL,6793,70591,"0,0962"
2022,4,63,QUINDIO,63594,QUIMBAYA,4503,31665,"0,1422"
2020,4,52,NARI�O,52435,MALLAMA,23,9186,"0,0025"
2022,1,41,HUILA,41518,PAICOL,699,6992,"0,1"
2020,3,52,NARI�O,52019,ALBAN,341,9810,"0,0348"
2023,1,05,ANTIOQUIA,05034,ANDES,4221,45796,"0,0922"
2020,2,52,NARI�O,52405,LEIVA,38,9936,"0,0038"
2022,1,68,SANTANDER,68368,JESUS MARIA,18,3411,"0,0053"
2023,1,68,SANTANDER,68162,CERRITO,245,7062,"0,0347"
2021,4,15,BOYACA,15276,FLORESTA,120,3362,"0,0357"
2021,4,15,BOYACA,15377,LABRANZAGRANDE,13,3615,"0,0036"
2021,3,52,NARI�O,52786,TAMINANGO,427,18255,"0,0234"
2021,4,05,ANTIOQUIA,05368,JERICO,1781,14106,"0,1263"
2021,1,54,NORTE DE SANTANDER,54313,GRAMALOTE,351,8052,"0,0436"
2020,2,13,BOLIVAR,13670,SAN PABLO,437,28495,"0,0153"
2022,2,08,ATLANTICO,08685,SANTO TOMAS,2404,32717,"0,0735"
2022,1,50,META,50400,LEJANIAS,461,12188,"0,0378"
2021,2,05,ANTIOQUIA,05480,MUTATA,1160,14639,"0,0792"
2022,3,19,CAUCA,19809,TIMBIQUI,95,27521,"0,0035"
2023,1,73,TOLIMA,73585,PURIFICACION,1878,23963,"0,0784"
2023,1,13,BOLIVAR,13667,SAN MARTIN DE LOBA,776,15943,"0,0487"
2021,4,68,SANTANDER,68549,PINCHOTE,220,5379,"0,0409"
2022,1,27,CHOCO,27135,EL CANTON DEL SAN PABLO,20,6668,"0,003"
2021,1,41,HUILA,41026,ALTAMIRA,483,4458,"0,1083"
2020,3,15,BOYACA,15299,GARAGOA,392,18565,"0,0211"
2022,2,05,ANTIOQUIA,05376,LA CEJA,15347,69202,"0,2218"
2023,1,13,BOLIVAR,13268,EL PE�ON,18,8060,"0,0022"
2021,2,52,NARI�O,52699,SANTACRUZ,34,11134,"0,0031"
2022,2,19,CAUCA,19137,CALDONO,306,42368,"0,0072"
2021,3,76,VALLE DEL CAUCA,76364,JAMUNDI,41539,179060,"0,232"
2021,2,54,NORTE DE SANTANDER,54223,CUCUTILLA,157,8955,"0,0175"
2022,4,18,CAQUETA,18247,EL DONCELLO,1220,20042,"0,0609"
2022,3,70,SUCRE,70110,BUENAVISTA,209,11094,"0,0188"
2021,1,25,CUNDINAMARCA,25862,VERGARA,100,7321,"0,0137"
2022,3,52,NARI�O,52378,LA CRUZ,1348,19286,"0,0699"
2022,4,15,BOYACA,15755,SOCOTA,98,7556,"0,013"
2022,1,41,HUILA,41306,GIGANTE,1103,25988,"0,0424"
2021,3,25,CUNDINAMARCA,25279,FOMEQUE,221,13076,"0,0169"
2021,2,25,CUNDINAMARCA,25851,UTICA,112,4589,"0,0244"
2021,4,25,CUNDINAMARCA,25123,CACHIPAY,263,10910,"0,0241"
2022,1,68,SANTANDER,68425,MACARAVITA,11,2229,"0,0049"
2022,3,15,BOYACA,15664,SAN JOSE DE PARE,149,5213,"0,0286"
2022,4,15,BOYACA,15494,NUEVO COLON,85,5364,"0,0158"
2020,3,15,BOYACA,15362,IZA,76,2014,"0,0377"
2021,4,66,RISARALDA,66001,PEREIRA,135324,479864,"0,282"
2021,1,05,ANTIOQUIA,05686,SANTA ROSA DE OSOS,4235,38066,"0,1113"
2022,4,23,CORDOBA,23090,CANALETE,127,16233,"0,0078"
2022,2,25,CUNDINAMARCA,25335,GUAYABETAL,299,7055,"0,0424"
2022,3,44,LA GUAJIRA,44855,URUMITA,667,12320,"0,0541"
2020,3,05,ANTIOQUIA,05885,YALI,263,7826,"0,0336"
2022,4,15,BOYACA,15897,ZETAQUIRA,76,4832,"0,0157"
2023,1,25,CUNDINAMARCA,25754,SOACHA,171740,782647,"0,2194"
2021,2,15,BOYACA,15632,SABOYA,56,14171,"0,004"
2021,3,05,ANTIOQUIA,05364,JARDIN,1263,15115,"0,0836"
2020,2,68,SANTANDER,68684,SAN JOSE DE MIRANDA,75,4399,"0,017"
2021,3,13,BOLIVAR,13300,HATILLO DE LOBA,50,12899,"0,0039"
2021,4,73,TOLIMA,73585,PURIFICACION,1398,23760,"0,0588"
2023,1,25,CUNDINAMARCA,25758,SOPO,4268,30780,"0,1387"
2020,2,13,BOLIVAR,13433,MAHATES,140,29030,"0,0048"
2020,3,52,NARI�O,52838,TUQUERRES,1044,45581,"0,0229"
2021,4,23,CORDOBA,23182,CHINU,3363,50221,"0,067"
2022,2,47,MAGDALENA,47460,NUEVA GRANADA,227,21867,"0,0104"
2022,2,17,CALDAS,17541,PENSILVANIA,682,20129,"0,0339"
2021,4,73,TOLIMA,73411,LIBANO,2269,37540,"0,0604"
2022,4,17,CALDAS,17524,PALESTINA,1218,15875,"0,0767"
2022,2,19,CAUCA,19573,PUERTO TEJADA,3832,43624,"0,0878"
2022,3,85,CASANARE,85410,TAURAMENA,2094,25930,"0,0808"
2022,3,23,CORDOBA,23807,TIERRALTA,7981,97997,"0,0814"
2021,4,13,BOLIVAR,13838,TURBANA,577,17455,"0,0331"
2022,2,66,RISARALDA,66572,PUEBLO RICO,434,16706,"0,026"
2020,2,52,NARI�O,52390,LA TOLA,8,7528,"0,0011"
2021,3,27,CHOCO,27413,LLORO,12,10081,"0,0012"
2021,2,08,ATLANTICO,08849,USIACURI,228,13266,"0,0172"
2020,4,25,CUNDINAMARCA,25758,SOPO,4077,27997,"0,1456"
2022,2,52,NARI�O,52683,SANDONA,427,21113,"0,0202"
2022,2,68,SANTANDER,68370,JORDAN,6,1376,"0,0044"
2021,2,76,VALLE DEL CAUCA,76147,CARTAGO,24073,141993,"0,1695"
2020,3,68,SANTANDER,68397,LA PAZ,32,5072,"0,0063"
2021,1,85,CASANARE,85125,HATO COROZAL,861,13141,"0,0655"
2020,4,70,SUCRE,70820,SANTIAGO DE TOLU,1703,33617,"0,0507"
2022,1,13,BOLIVAR,13248,EL GUAMO,92,9314,"0,0099"
2020,2,85,CASANARE,85225,NUNCHIA,70,9270,"0,0076"
2021,3,19,CAUCA,19533,PIAMONTE,37,9489,"0,0039"
2021,2,76,VALLE DEL CAUCA,76109,BUENAVENTURA,29392,321316,"0,0915"
2022,2,15,BOYACA,15218,COVARACHIA,65,2884,"0,0225"
2022,3,54,NORTE DE SANTANDER,54599,RAGONVALIA,161,6613,"0,0243"
2021,3,13,BOLIVAR,13836,TURBACO,14620,112533,"0,1299"
2021,1,68,SANTANDER,68092,BETULIA,60,6110,"0,0098"
2020,3,85,CASANARE,85001,YOPAL,34947,180151,"0,194"
2023,1,52,NARI�O,52835,SAN ANDRES DE TUMACO,8355,265599,"0,0315"
2022,2,25,CUNDINAMARCA,25807,TIBIRITA,114,3519,"0,0324"
2022,1,08,ATLANTICO,08433,MALAMBO,13295,141246,"0,0941"
2020,2,25,CUNDINAMARCA,25099,BOJACA,167,10751,"0,0155"
2020,4,15,BOYACA,15131,CALDAS,22,3198,"0,0069"
2020,4,05,ANTIOQUIA,05495,NECHI,783,26852,"0,0292"
2021,4,15,BOYACA,15480,MUZO,23,8831,"0,0026"
2021,3,05,ANTIOQUIA,05847,URRAO,2569,31312,"0,082"
2020,3,05,ANTIOQUIA,05036,ANGELOPOLIS,298,5905,"0,0505"
2022,4,25,CUNDINAMARCA,25438,MEDINA,30,8820,"0,0034"
2021,3,17,CALDAS,17867,VICTORIA,517,10343,"0,05"
2023,1,76,VALLE DEL CAUCA,76126,CALIMA,2435,19348,"0,1259"
2021,3,05,ANTIOQUIA,05628,SABANALARGA,503,9409,"0,0535"
2021,1,25,CUNDINAMARCA,25386,LA MESA,3715,36321,"0,1023"
2021,4,05,ANTIOQUIA,05390,LA PINTADA,1047,8373,"0,125"
2022,2,68,SANTANDER,68207,CONCEPCION,428,5948,"0,072"
2020,2,68,SANTANDER,68101,BOLIVAR,68,11569,"0,0059"
2022,3,25,CUNDINAMARCA,25878,VIOTA,713,14746,"0,0484"
2020,4,25,CUNDINAMARCA,25473,MOSQUERA,35927,139602,"0,2574"
2020,4,73,TOLIMA,73026,ALVARADO,32,9022,"0,0035"
2022,4,19,CAUCA,19821,TORIBIO,67,36761,"0,0018"
2022,1,15,BOYACA,15204,COMBITA,344,13762,"0,025"
2022,4,27,CHOCO,27245,EL CARMEN DE ATRATO,152,8932,"0,017"
2021,2,41,HUILA,41872,VILLAVIEJA,35,7598,"0,0046"
2022,2,68,SANTANDER,68406,LEBRIJA,2788,45198,"0,0617"
2020,4,85,CASANARE,85325,SAN LUIS DE PALENQUE,40,8585,"0,0047"
2023,1,15,BOYACA,15518,PAJARITO,67,2527,"0,0265"
2021,4,15,BOYACA,15861,VENTAQUEMADA,132,16498,"0,008"
2021,2,76,VALLE DEL CAUCA,76895,ZARZAL,5005,42890,"0,1167"
2022,1,25,CUNDINAMARCA,25181,CHOACHI,515,12306,"0,0418"
2020,2,25,CUNDINAMARCA,25878,VIOTA,429,14040,"0,0306"
2022,1,25,CUNDINAMARCA,25307,GIRARDOT,22744,115482,"0,1969"
2021,2,52,NARI�O,52835,SAN ANDRES DE TUMACO,8173,262567,"0,0311"
2022,1,68,SANTANDER,68169,CHARTA,60,2968,"0,0202"
2020,4,70,SUCRE,70473,MORROA,672,15711,"0,0428"
2020,2,66,RISARALDA,66400,LA VIRGINIA,5126,28337,"0,1809"
2021,1,52,NARI�O,52411,LINARES,175,10378,"0,0169"
2020,3,27,CHOCO,27787,TADO,409,18765,"0,0218"
2022,4,15,BOYACA,15212,COPER,7,3742,"0,0019"
2020,3,17,CALDAS,17867,VICTORIA,312,10302,"0,0303"
2020,3,68,SANTANDER,68705,SANTA BARBARA,15,2437,"0,0062"
2020,2,85,CASANARE,85125,HATO COROZAL,224,12933,"0,0173"
2022,2,13,BOLIVAR,13688,SANTA ROSA DEL SUR,5176,35517,"0,1457"
2022,1,23,CORDOBA,23570,PUEBLO NUEVO,2431,37956,"0,064"
2023,1,54,NORTE DE SANTANDER,54670,SAN CALIXTO,14,14351,"0,001"
2021,2,05,ANTIOQUIA,05756,SONSON,5638,37511,"0,1503"
2021,1,08,ATLANTICO,08436,MANATI,220,21237,"0,0104"
2022,2,76,VALLE DEL CAUCA,76036,ANDALUCIA,1774,22917,"0,0774"
2021,3,25,CUNDINAMARCA,25148,CAPARRAPI,694,13463,"0,0515"
2022,3,08,ATLANTICO,08675,SANTA LUCIA,289,17593,"0,0164"
2021,4,54,NORTE DE SANTANDER,54172,CHINACOTA,446,19194,"0,0232"
2023,1,15,BOYACA,15753,SOATA,245,9423,"0,026"
2022,1,15,BOYACA,15690,SANTA MARIA,191,3675,"0,052"
2021,1,20,CESAR,20032,ASTREA,31,22021,"0,0014"
2022,2,41,HUILA,41016,AIPE,447,17134,"0,0261"
2022,4,47,MAGDALENA,47541,PEDRAZA,11,10236,"0,0011"
2022,2,05,ANTIOQUIA,05854,VALDIVIA,1007,14455,"0,0697"
2020,2,25,CUNDINAMARCA,25394,LA PALMA,61,10003,"0,0061"
2022,3,13,BOLIVAR,13744,SIMITI,1649,19733,"0,0836"
2022,3,54,NORTE DE SANTANDER,54001,CUCUTA,132436,798411,"0,1659"
2021,2,17,CALDAS,17513,PACORA,1117,15536,"0,0719"
2020,2,52,NARI�O,52210,CONTADERO,26,7419,"0,0035"
2022,1,25,CUNDINAMARCA,25053,ARBELAEZ,658,11807,"0,0557"
2020,2,54,NORTE DE SANTANDER,54720,SARDINATA,553,27301,"0,0203"
2021,2,68,SANTANDER,68368,JESUS MARIA,24,3371,"0,0071"
2021,3,76,VALLE DEL CAUCA,76109,BUENAVENTURA,28657,321316,"0,0892"
2021,2,25,CUNDINAMARCA,25154,CARMEN DE CARUPA,541,8176,"0,0662"
2022,2,52,NARI�O,52411,LINARES,199,10453,"0,019"
2020,4,19,CAUCA,19450,MERCADERES,13,23683,"0,0005"
2022,3,25,CUNDINAMARCA,25295,GACHANCIPA,2811,19501,"0,1441"
2021,3,73,TOLIMA,73861,VENADILLO,210,13083,"0,0161"
2021,1,63,QUINDIO,63594,QUIMBAYA,4475,31513,"0,142"
2021,2,70,SUCRE,70215,COROZAL,7645,68916,"0,1109"
2022,4,15,BOYACA,15293,GACHANTIVA,57,2905,"0,0196"
2021,2,76,VALLE DEL CAUCA,76400,LA UNION,4609,34540,"0,1334"
2022,2,52,NARI�O,52036,ANCUYA,11,8987,"0,0012"
2020,4,25,CUNDINAMARCA,25875,VILLETA,3236,28872,"0,1121"
2020,3,15,BOYACA,15377,LABRANZAGRANDE,23,3592,"0,0064"
2023,1,27,CHOCO,27495,NUQUI,511,17954,"0,0285"
2021,4,15,BOYACA,15632,SABOYA,43,14171,"0,003"
2022,4,73,TOLIMA,73686,SANTA ISABEL,30,5760,"0,0052"
2022,3,15,BOYACA,15224,CUCAITA,109,3927,"0,0278"
2021,1,76,VALLE DEL CAUCA,76828,TRUJILLO,845,19594,"0,0431"
2022,4,73,TOLIMA,73547,PIEDRAS,122,6993,"0,0174"
2021,2,23,CORDOBA,23500,MO�ITOS,346,31496,"0,011"
2022,1,15,BOYACA,15681,SAN PABLO DE BORBUR,44,6944,"0,0063"
2021,4,05,ANTIOQUIA,05172,CHIGORODO,9805,60646,"0,1617"
2022,3,05,ANTIOQUIA,05091,BETANIA,979,10718,"0,0913"
2022,3,27,CHOCO,27430,MEDIO BAUDO,42,16340,"0,0026"
2022,4,54,NORTE DE SANTANDER,54418,LOURDES,144,4440,"0,0324"
2022,1,05,ANTIOQUIA,05313,GRANADA,3579,10587,"0,3381"
2021,4,68,SANTANDER,68502,ONZAGA,140,4201,"0,0333"
2022,4,91,AMAZONAS,91540,PUERTO NARI�O,11,10587,"0,001"
2021,2,25,CUNDINAMARCA,25899,ZIPAQUIRA,31409,145842,"0,2154"
2020,2,66,RISARALDA,66045,APIA,172,12549,"0,0137"
2020,2,68,SANTANDER,68500,OIBA,63,10914,"0,0058"
2023,1,68,SANTANDER,68307,GIRON,39123,174465,"0,2242"
2021,4,54,NORTE DE SANTANDER,54001,CUCUTA,130558,786991,"0,1659"
2020,2,73,TOLIMA,73520,PALOCABILDO,42,9683,"0,0043"
2022,3,50,META,50711,VISTAHERMOSA,508,18794,"0,027"
2022,3,54,NORTE DE SANTANDER,54206,CONVENCION,72,20752,"0,0035"
2021,4,25,CUNDINAMARCA,25491,NOCAIMA,270,6635,"0,0407"
2022,1,19,CAUCA,19142,CALOTO,102,30865,"0,0033"
2022,4,68,SANTANDER,68229,CURITI,1465,13118,"0,1117"
2023,1,68,SANTANDER,68327,GsEPSA,98,5353,"0,0183"
2021,1,23,CORDOBA,23500,MO�ITOS,195,31496,"0,0062"
2022,4,05,ANTIOQUIA,05659,SAN JUAN DE URABA,821,21338,"0,0385"
2022,1,41,HUILA,41378,LA ARGENTINA,949,13714,"0,0692"
2020,2,70,SUCRE,70708,SAN MARCOS,1610,59600,"0,027"
2021,3,47,MAGDALENA,47555,PLATO,4720,67418,"0,07"
2020,2,73,TOLIMA,73148,CARMEN DE APICALA,142,10722,"0,0132"
2022,3,25,CUNDINAMARCA,25899,ZIPAQUIRA,33878,150507,"0,2251"
2022,4,54,NORTE DE SANTANDER,54398,LA PLAYA,8,8562,"0,0009"
2023,1,54,NORTE DE SANTANDER,54206,CONVENCION,62,20994,"0,003"
2021,3,76,VALLE DEL CAUCA,76616,RIOFRIO,119,15846,"0,0075"
2020,3,15,BOYACA,15837,TUTA,285,8541,"0,0334"
2022,4,41,HUILA,41020,ALGECIRAS,1774,23742,"0,0747"
2020,3,05,ANTIOQUIA,05101,CIUDAD BOLIVAR,2348,26828,"0,0875"
2021,4,25,CUNDINAMARCA,25473,MOSQUERA,40179,142784,"0,2814"
2020,2,68,SANTANDER,68444,MATANZA,72,5135,"0,014"
2021,3,27,CHOCO,27001,QUIBDO,17895,137257,"0,1304"
2022,1,05,ANTIOQUIA,05665,SAN PEDRO DE URABA,4286,32615,"0,1314"
2021,1,15,BOYACA,15180,CHISCAS,30,4063,"0,0074"
2022,1,05,ANTIOQUIA,05411,LIBORINA,446,10466,"0,0426"
2021,1,15,BOYACA,15087,BELEN,1382,7726,"0,1789"
2023,1,41,HUILA,41770,SUAZA,619,23562,"0,0263"
2021,3,23,CORDOBA,23079,BUENAVISTA,410,22138,"0,0185"
2022,1,25,CUNDINAMARCA,25293,GACHALA,112,4821,"0,0232"
2020,4,50,META,50711,VISTAHERMOSA,65,18320,"0,0035"
2020,3,15,BOYACA,15494,NUEVO COLON,100,5280,"0,0189"
2022,3,25,CUNDINAMARCA,25281,FOSCA,261,6447,"0,0405"
2021,1,54,NORTE DE SANTANDER,54003,ABREGO,945,34854,"0,0271"
2022,4,73,TOLIMA,73675,SAN ANTONIO,35,13358,"0,0026"
2021,1,52,NARI�O,52693,SAN PABLO,701,15620,"0,0449"
2021,3,63,QUINDIO,63130,CALARCA,11389,75155,"0,1515"
2022,4,05,ANTIOQUIA,05890,YOLOMBO,1068,23605,"0,0452"
2021,1,05,ANTIOQUIA,05467,MONTEBELLO,355,6840,"0,0519"
2022,4,85,CASANARE,85015,CHAMEZA,19,2470,"0,0077"
2021,2,05,ANTIOQUIA,05576,PUEBLORRICO,308,8959,"0,0344"
2022,1,15,BOYACA,15232,CHIQUIZA,26,4913,"0,0053"
2020,4,18,CAQUETA,18410,LA MONTA�ITA,113,15096,"0,0075"
2022,1,68,SANTANDER,68209,CONFINES,475,3221,"0,1475"
2023,1,05,ANTIOQUIA,05001,MEDELLIN,767702,2595300,"0,2958"
2023,1,68,SANTANDER,68773,SUCRE,16,7549,"0,0021"
2021,4,25,CUNDINAMARCA,25040,ANOLAIMA,1060,15043,"0,0705"
2022,1,54,NORTE DE SANTANDER,54174,CHITAGA,20,13054,"0,0015"
2021,3,05,ANTIOQUIA,05789,TAMESIS,1534,16729,"0,0917"
2021,1,44,LA GUAJIRA,44378,HATONUEVO,938,22825,"0,0411"
2022,3,17,CALDAS,17446,MARULANDA,36,2699,"0,0133"
2023,1,05,ANTIOQUIA,05631,SABANETA,42930,88966,"0,4825"
2022,3,70,SUCRE,70702,SAN JUAN DE BETULIA,484,14137,"0,0342"
2020,3,08,ATLANTICO,08770,SUAN,274,12614,"0,0217"
2021,4,05,ANTIOQUIA,05887,YARUMAL,3859,43308,"0,0891"
2021,2,41,HUILA,41244,ELIAS,12,4418,"0,0027"
2021,3,85,CASANARE,85139,MANI,411,17481,"0,0235"
2023,1,25,CUNDINAMARCA,25779,SUSA,322,7508,"0,0429"
2022,4,85,CASANARE,85279,RECETOR,11,1552,"0,0071"
2020,4,54,NORTE DE SANTANDER,54344,HACARI,57,10881,"0,0052"
2022,4,76,VALLE DEL CAUCA,76020,ALCALA,1352,14772,"0,0915"
2022,1,19,CAUCA,19824,TOTORO,15,26065,"0,0006"
2022,2,66,RISARALDA,66440,MARSELLA,614,17166,"0,0358"
2022,2,76,VALLE DEL CAUCA,76520,PALMIRA,79934,358091,"0,2232"
2021,3,18,CAQUETA,18756,SOLANO,64,11828,"0,0054"
2022,1,25,CUNDINAMARCA,25269,FACATATIVA,23673,161165,"0,1469"
2020,3,25,CUNDINAMARCA,25777,SUPATA,320,5535,"0,0578"
2021,1,54,NORTE DE SANTANDER,54871,VILLA CARO,43,5548,"0,0078"
2022,1,19,CAUCA,19807,TIMBIO,508,37268,"0,0136"
2021,3,68,SANTANDER,68266,ENCISO,44,3561,"0,0124"
2020,4,73,TOLIMA,73520,PALOCABILDO,29,9683,"0,003"
2022,2,17,CALDAS,17524,PALESTINA,1129,15875,"0,0711"
2020,3,41,HUILA,41797,TESALIA,662,11064,"0,0598"
2022,4,13,BOLIVAR,13655,SAN JACINTO DEL CAUCA,12,10907,"0,0011"
2020,4,81,ARAUCA,81736,SARAVENA,4258,60467,"0,0704"
2020,2,05,ANTIOQUIA,05001,MEDELLIN,655541,2519592,"0,2602"
2021,2,41,HUILA,41799,TELLO,96,12297,"0,0078"
2020,4,17,CALDAS,17001,MANIZALES,95897,445669,"0,2152"
2021,3,54,NORTE DE SANTANDER,54660,SALAZAR,32,11250,"0,0028"
2020,4,76,VALLE DEL CAUCA,76248,EL CERRITO,8488,57362,"0,148"
2022,3,13,BOLIVAR,13268,EL PE�ON,23,8006,"0,0029"
2023,1,76,VALLE DEL CAUCA,76122,CAICEDONIA,2812,29542,"0,0952"
2022,2,19,CAUCA,19585,PURACE,21,18248,"0,0012"
2022,1,68,SANTANDER,68318,GUACA,383,6193,"0,0618"
2022,4,25,CUNDINAMARCA,25799,TENJO,4734,25180,"0,188"
2020,4,27,CHOCO,27413,LLORO,5,10022,"0,0005"
2021,3,27,CHOCO,27099,BOJAYA,182,12982,"0,014"
2023,1,20,CESAR,20011,AGUACHICA,11289,126377,"0,0893"
2021,2,15,BOYACA,15822,TOTA,42,5399,"0,0078"
2021,2,15,BOYACA,15861,VENTAQUEMADA,98,16498,"0,0059"
2021,4,05,ANTIOQUIA,05837,TURBO,16676,131021,"0,1273"
2020,4,05,ANTIOQUIA,05819,TOLEDO,215,5102,"0,0421"
2021,1,15,BOYACA,15500,OICATA,101,2966,"0,0341"
2022,2,18,CAQUETA,18860,VALPARAISO,138,7225,"0,0191"
2021,1,19,CAUCA,19693,SAN SEBASTIAN,16,11368,"0,0014"
2022,3,13,BOLIVAR,13760,SOPLAVIENTO,720,11375,"0,0633"
2021,4,68,SANTANDER,68001,BUCARAMANGA,164267,604462,"0,2718"
2021,1,05,ANTIOQUIA,05425,MACEO,462,8495,"0,0544"
2021,2,52,NARI�O,52001,PASTO,83298,405730,"0,2053"
2022,2,47,MAGDALENA,47030,ALGARROBO,838,17325,"0,0484"
2021,1,13,BOLIVAR,13468,MOMPOS,532,47377,"0,0112"
2021,2,19,CAUCA,19355,INZA,80,30152,"0,0027"
2020,4,73,TOLIMA,73067,ATACO,50,19685,"0,0025"
2022,3,23,CORDOBA,23464,MOMIL,840,20727,"0,0405"
2021,2,52,NARI�O,52480,NARI�O,311,4463,"0,0697"
2022,2,47,MAGDALENA,47268,EL RETEN,895,21406,"0,0418"
2021,4,73,TOLIMA,73026,ALVARADO,67,9153,"0,0073"
2020,4,15,BOYACA,15223,CUBARA,56,10767,"0,0052"
2021,4,25,CUNDINAMARCA,25299,GAMA,266,3352,"0,0794"
2023,1,73,TOLIMA,73678,SAN LUIS,569,13441,"0,0423"
2021,4,25,CUNDINAMARCA,25781,SUTATAUSA,260,6506,"0,04"
2021,4,68,SANTANDER,68235,EL CARMEN DE CHUCURI,193,21977,"0,0088"
2022,4,25,CUNDINAMARCA,25843,VILLA DE SAN DIEGO DE UBATE,9681,48913,"0,1979"
2021,1,63,QUINDIO,63130,CALARCA,12256,75155,"0,1631"
2022,1,41,HUILA,41349,HOBO,69,7657,"0,009"
2021,2,15,BOYACA,15790,TASCO,55,6041,"0,0091"
